duelist_id,duelist,card_id,card,rank,rate,card_url
11,Mai Valentine,676,Commencement Dance,S/A TEC,1.56%,https://yugioh-fm-db.pages.dev/cards/676
11,Mai Valentine,684,Invisible Wire,B/C/D,1.27%,https://yugioh-fm-db.pages.dev/cards/684
11,Mai Valentine,684,Invisible Wire,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/684
11,Mai Valentine,685,Acid Trap Hole,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/685
11,Mai Valentine,687,Goblin Fan,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/687
11,Mai Valentine,690,Fake Trap,S/A TEC,1.56%,https://yugioh-fm-db.pages.dev/cards/690
11,Mai Valentine,386,Harpie's Pet Dragon,,0.05%,https://yugioh-fm-db.pages.dev/cards/386
11,Mai Valentine,551,Dark Elf,,0.39%,https://yugioh-fm-db.pages.dev/cards/551
11,Mai Valentine,63,Harpie Lady Sisters,,0.10%,https://yugioh-fm-db.pages.dev/cards/63
11,Mai Valentine,532,Gemini Elf,,0.39%,https://yugioh-fm-db.pages.dev/cards/532
11,Mai Valentine,415,Mechanicalchacer,,0.98%,https://yugioh-fm-db.pages.dev/cards/415
11,Mai Valentine,379,La Jinn the Mystical Genie,,0.39%,https://yugioh-fm-db.pages.dev/cards/379
11,Mai Valentine,440,7 Colored Fish,,0.78%,https://yugioh-fm-db.pages.dev/cards/440
11,Mai Valentine,447,Giant Red Seasnake,,0.78%,https://yugioh-fm-db.pages.dev/cards/447
11,Mai Valentine,523,The Bistro Butcher,,0.39%,https://yugioh-fm-db.pages.dev/cards/523
11,Mai Valentine,26,Battle Ox,,0.78%,https://yugioh-fm-db.pages.dev/cards/26
11,Mai Valentine,32,Two-headed King Rex,,0.39%,https://yugioh-fm-db.pages.dev/cards/32
11,Mai Valentine,44,Rogue Doll,,0.98%,https://yugioh-fm-db.pages.dev/cards/44
11,Mai Valentine,60,Great White,,0.39%,https://yugioh-fm-db.pages.dev/cards/60
11,Mai Valentine,81,Crawling Dragon #2,,0.39%,https://yugioh-fm-db.pages.dev/cards/81
11,Mai Valentine,234,Beautiful Headhuntress,,0.39%,https://yugioh-fm-db.pages.dev/cards/234
11,Mai Valentine,377,Ryu-kishin Powered,,0.39%,https://yugioh-fm-db.pages.dev/cards/377
11,Mai Valentine,507,Crazy Fish,,0.39%,https://yugioh-fm-db.pages.dev/cards/507
11,Mai Valentine,596,Ghoul with an Appetite,,0.39%,https://yugioh-fm-db.pages.dev/cards/596
11,Mai Valentine,625,Fairy of the Fountain,,0.78%,https://yugioh-fm-db.pages.dev/cards/625
11,Mai Valentine,636,Blue-winged Crown,,1.56%,https://yugioh-fm-db.pages.dev/cards/636
11,Mai Valentine,466,Skull Red Bird,,1.95%,https://yugioh-fm-db.pages.dev/cards/466
11,Mai Valentine,31,Koumori Dragon,,0.78%,https://yugioh-fm-db.pages.dev/cards/31
11,Mai Valentine,36,The Snake Hair,,0.78%,https://yugioh-fm-db.pages.dev/cards/36
11,Mai Valentine,43,Karbonala Warrior,,0.78%,https://yugioh-fm-db.pages.dev/cards/43
11,Mai Valentine,51,Armored Lizard,,0.78%,https://yugioh-fm-db.pages.dev/cards/51
11,Mai Valentine,55,Giant Flea,,0.78%,https://yugioh-fm-db.pages.dev/cards/55
11,Mai Valentine,66,Kojikocy,,0.78%,https://yugioh-fm-db.pages.dev/cards/66
11,Mai Valentine,125,Faith Bird,,3.13%,https://yugioh-fm-db.pages.dev/cards/125
11,Mai Valentine,168,Darkfire Dragon,,0.59%,https://yugioh-fm-db.pages.dev/cards/168
11,Mai Valentine,230,Rare Fish,,0.78%,https://yugioh-fm-db.pages.dev/cards/230
11,Mai Valentine,275,Ground Attacker Bugroth,,0.78%,https://yugioh-fm-db.pages.dev/cards/275
11,Mai Valentine,281,Mystic Clown,,0.78%,https://yugioh-fm-db.pages.dev/cards/281
11,Mai Valentine,353,Takriminos,,0.78%,https://yugioh-fm-db.pages.dev/cards/353
11,Mai Valentine,454,Destroyer Golem,,0.78%,https://yugioh-fm-db.pages.dev/cards/454
11,Mai Valentine,462,The Immortal of Thunder,,0.39%,https://yugioh-fm-db.pages.dev/cards/462
11,Mai Valentine,597,Pale Beast,,0.78%,https://yugioh-fm-db.pages.dev/cards/597
11,Mai Valentine,631,Maiden of the Moonlight,,0.39%,https://yugioh-fm-db.pages.dev/cards/631
11,Mai Valentine,647,Hyosube,,0.39%,https://yugioh-fm-db.pages.dev/cards/647
11,Mai Valentine,433,Ancient Elf,,0.98%,https://yugioh-fm-db.pages.dev/cards/433
11,Mai Valentine,581,Takuhee,,1.95%,https://yugioh-fm-db.pages.dev/cards/581
11,Mai Valentine,649,Hibikime,,0.59%,https://yugioh-fm-db.pages.dev/cards/649
11,Mai Valentine,7,Winged Dragon #1,,0.98%,https://yugioh-fm-db.pages.dev/cards/7
11,Mai Valentine,41,Celtic Guardian,,0.98%,https://yugioh-fm-db.pages.dev/cards/41
11,Mai Valentine,117,Spirit of the Books,,3.13%,https://yugioh-fm-db.pages.dev/cards/117
11,Mai Valentine,136,Witty Phantom,,0.78%,https://yugioh-fm-db.pages.dev/cards/136
11,Mai Valentine,149,Lord of the Lamp,,0.78%,https://yugioh-fm-db.pages.dev/cards/149
11,Mai Valentine,249,Water Omotics,,0.78%,https://yugioh-fm-db.pages.dev/cards/249
11,Mai Valentine,297,Cyber Soldier of Darkworld,,0.78%,https://yugioh-fm-db.pages.dev/cards/297
11,Mai Valentine,352,Kanan the Swordmistress,,0.39%,https://yugioh-fm-db.pages.dev/cards/352
11,Mai Valentine,363,Fairy's Gift,,0.39%,https://yugioh-fm-db.pages.dev/cards/363
11,Mai Valentine,430,Water Magician,,0.39%,https://yugioh-fm-db.pages.dev/cards/430
11,Mai Valentine,511,Bean Soldier,,0.78%,https://yugioh-fm-db.pages.dev/cards/511
11,Mai Valentine,512,Cannon Soldier,,0.78%,https://yugioh-fm-db.pages.dev/cards/512
11,Mai Valentine,630,Ancient Lizard Warrior,,0.78%,https://yugioh-fm-db.pages.dev/cards/630
11,Mai Valentine,95,Crass Clown,,0.59%,https://yugioh-fm-db.pages.dev/cards/95
11,Mai Valentine,578,Leo Wizard,,0.98%,https://yugioh-fm-db.pages.dev/cards/578
11,Mai Valentine,6,Feral Imp,,0.78%,https://yugioh-fm-db.pages.dev/cards/6
11,Mai Valentine,62,Harpie Lady,,3.91%,https://yugioh-fm-db.pages.dev/cards/62
11,Mai Valentine,64,Tiger Axe,,0.39%,https://yugioh-fm-db.pages.dev/cards/64
11,Mai Valentine,77,Grappler,,0.78%,https://yugioh-fm-db.pages.dev/cards/77
11,Mai Valentine,115,Kamion Wizard,,0.39%,https://yugioh-fm-db.pages.dev/cards/115
11,Mai Valentine,163,Lisark,,0.78%,https://yugioh-fm-db.pages.dev/cards/163
11,Mai Valentine,233,Dark Titan of Terror,,0.39%,https://yugioh-fm-db.pages.dev/cards/233
11,Mai Valentine,272,Mavelus,,0.05%,https://yugioh-fm-db.pages.dev/cards/272
11,Mai Valentine,351,Yaranzo,,0.39%,https://yugioh-fm-db.pages.dev/cards/351
11,Mai Valentine,456,Minomushi Warrior,,0.78%,https://yugioh-fm-db.pages.dev/cards/456
11,Mai Valentine,470,Magical Ghost,,0.78%,https://yugioh-fm-db.pages.dev/cards/470
11,Mai Valentine,502,D. Human,,0.39%,https://yugioh-fm-db.pages.dev/cards/502
11,Mai Valentine,587,Mon Larvas,,0.78%,https://yugioh-fm-db.pages.dev/cards/587
11,Mai Valentine,595,Fiend Refrection #1,,2.34%,https://yugioh-fm-db.pages.dev/cards/595
11,Mai Valentine,608,Shining Friendship,,0.39%,https://yugioh-fm-db.pages.dev/cards/608
11,Mai Valentine,626,Amazon of the Seas,,0.78%,https://yugioh-fm-db.pages.dev/cards/626
11,Mai Valentine,607,Great Bill,,0.98%,https://yugioh-fm-db.pages.dev/cards/607
11,Mai Valentine,13,Tyhone,,3.13%,https://yugioh-fm-db.pages.dev/cards/13
11,Mai Valentine,27,Beaver Warrior,,0.78%,https://yugioh-fm-db.pages.dev/cards/27
11,Mai Valentine,46,Griffore,,0.78%,https://yugioh-fm-db.pages.dev/cards/46
11,Mai Valentine,49,Big Insect,,0.78%,https://yugioh-fm-db.pages.dev/cards/49
11,Mai Valentine,54,Gokibore,,0.98%,https://yugioh-fm-db.pages.dev/cards/54
11,Mai Valentine,70,Fiend Kraken,,0.98%,https://yugioh-fm-db.pages.dev/cards/70
11,Mai Valentine,71,Jellyfish,,0.78%,https://yugioh-fm-db.pages.dev/cards/71
11,Mai Valentine,151,Rhaimundos of the Red Sword,,0.78%,https://yugioh-fm-db.pages.dev/cards/151
11,Mai Valentine,194,Terra the Terrible,,0.78%,https://yugioh-fm-db.pages.dev/cards/194
11,Mai Valentine,216,Dryad,,0.78%,https://yugioh-fm-db.pages.dev/cards/216
11,Mai Valentine,241,Dark Assailant,,0.39%,https://yugioh-fm-db.pages.dev/cards/241
11,Mai Valentine,287,Ogre of the Black Shadow,,0.78%,https://yugioh-fm-db.pages.dev/cards/287
11,Mai Valentine,412,Giga-tech Wolf,,0.78%,https://yugioh-fm-db.pages.dev/cards/412
11,Mai Valentine,459,Tripwire Beast,,0.78%,https://yugioh-fm-db.pages.dev/cards/459
11,Mai Valentine,552,Winged Dragon #2,,0.05%,https://yugioh-fm-db.pages.dev/cards/552
11,Mai Valentine,623,The Thing That Hides in the Mud,,0.78%,https://yugioh-fm-db.pages.dev/cards/623
11,Mai Valentine,535,Kamakiriman,,0.98%,https://yugioh-fm-db.pages.dev/cards/535
11,Mai Valentine,634,Night Lizard,,0.59%,https://yugioh-fm-db.pages.dev/cards/634
11,Mai Valentine,186,Fiend Refrection #2,,2.34%,https://yugioh-fm-db.pages.dev/cards/186
11,Mai Valentine,384,Dark Rabbit,,0.78%,https://yugioh-fm-db.pages.dev/cards/384
11,Mai Valentine,474,Sea Kamen,,0.39%,https://yugioh-fm-db.pages.dev/cards/474
11,Mai Valentine,515,The Statue of Easter Island,,0.78%,https://yugioh-fm-db.pages.dev/cards/515
11,Mai Valentine,166,Mysterious Puppeteer,,0.78%,https://yugioh-fm-db.pages.dev/cards/166
11,Mai Valentine,193,Turtle Tiger,,0.78%,https://yugioh-fm-db.pages.dev/cards/193
11,Mai Valentine,583,Weather Report,,0.59%,https://yugioh-fm-db.pages.dev/cards/583
11,Mai Valentine,418,Golgoil,,0.78%,https://yugioh-fm-db.pages.dev/cards/418
11,Mai Valentine,497,Yado Karu,,0.78%,https://yugioh-fm-db.pages.dev/cards/497
11,Mai Valentine,538,Niwatori,,0.05%,https://yugioh-fm-db.pages.dev/cards/538
11,Mai Valentine,416,Blocker,,0.98%,https://yugioh-fm-db.pages.dev/cards/416
11,Mai Valentine,2,Mystical Elf,,0.39%,https://yugioh-fm-db.pages.dev/cards/2
11,Mai Valentine,170,Spirit of the Harp,,0.39%,https://yugioh-fm-db.pages.dev/cards/170
11,Mai Valentine,300,Kurama,,0.05%,https://yugioh-fm-db.pages.dev/cards/300
11,Mai Valentine,381,Toon Alligator,,0.39%,https://yugioh-fm-db.pages.dev/cards/381
11,Mai Valentine,121,Sleeping Lion,,0.39%,https://yugioh-fm-db.pages.dev/cards/121
11,Mai Valentine,207,Droll Bird,,0.05%,https://yugioh-fm-db.pages.dev/cards/207
11,Mai Valentine,255,Prevent Rat,,0.78%,https://yugioh-fm-db.pages.dev/cards/255
11,Mai Valentine,316,Electro-whip,,0.98%,https://yugioh-fm-db.pages.dev/cards/316
11,Mai Valentine,317,Cyber Shield,,0.98%,https://yugioh-fm-db.pages.dev/cards/317
11,Mai Valentine,318,Elegant Egotist,,3.91%,https://yugioh-fm-db.pages.dev/cards/318
11,Mai Valentine,321,Malevolent Nuzzler,,0.98%,https://yugioh-fm-db.pages.dev/cards/321
11,Mai Valentine,332,Mountain,,0.98%,https://yugioh-fm-db.pages.dev/cards/332
11,Mai Valentine,336,Dark Hole,,0.98%,https://yugioh-fm-db.pages.dev/cards/336
11,Mai Valentine,340,Goblin's Secret Remedy,,0.98%,https://yugioh-fm-db.pages.dev/cards/340
11,Mai Valentine,349,Spellbinding Circle,,0.98%,https://yugioh-fm-db.pages.dev/cards/349
11,Mai Valentine,672,Harpie's Feather Duster,,0.98%,https://yugioh-fm-db.pages.dev/cards/672
11,Mai Valentine,683,Bear Trap,,0.98%,https://yugioh-fm-db.pages.dev/cards/683
11,Mai Valentine,690,Fake Trap,,0.98%,https://yugioh-fm-db.pages.dev/cards/690
12,Bandit Keith,415,Mechanicalchacer,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/415
12,Bandit Keith,415,Mechanicalchacer,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/415
12,Bandit Keith,415,Mechanicalchacer,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/415
12,Bandit Keith,379,La Jinn the Mystical Genie,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/379
12,Bandit Keith,78,Axe Raider,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/78
12,Bandit Keith,127,Ansatsu,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/127
12,Bandit Keith,32,Two-headed King Rex,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/32
12,Bandit Keith,81,Crawling Dragon #2,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/81
12,Bandit Keith,97,Dragon Zombie,S/A POW,4.49%,https://yugioh-fm-db.pages.dev/cards/97
12,Bandit Keith,97,Dragon Zombie,B/C/D,5.27%,https://yugioh-fm-db.pages.dev/cards/97
12,Bandit Keith,97,Dragon Zombie,S/A TEC,5.27%,https://yugioh-fm-db.pages.dev/cards/97
12,Bandit Keith,368,Shadow Ghoul,S/A POW,2.64%,https://yugioh-fm-db.pages.dev/cards/368
12,Bandit Keith,614,Hunter Spider,S/A POW,0.39%,https://yugioh-fm-db.pages.dev/cards/614
12,Bandit Keith,614,Hunter Spider,B/C/D,0.39%,https://yugioh-fm-db.pages.dev/cards/614
12,Bandit Keith,614,Hunter Spider,S/A TEC,0.39%,https://yugioh-fm-db.pages.dev/cards/614
12,Bandit Keith,636,Blue-winged Crown,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/636
12,Bandit Keith,648,Machine Attacker,S/A POW,2.64%,https://yugioh-fm-db.pages.dev/cards/648
12,Bandit Keith,498,Morinphen,S/A POW,0.39%,https://yugioh-fm-db.pages.dev/cards/498
12,Bandit Keith,498,Morinphen,B/C/D,0.39%,https://yugioh-fm-db.pages.dev/cards/498
12,Bandit Keith,498,Morinphen,S/A TEC,0.39%,https://yugioh-fm-db.pages.dev/cards/498
12,Bandit Keith,36,The Snake Hair,S/A POW,4.49%,https://yugioh-fm-db.pages.dev/cards/36
12,Bandit Keith,36,The Snake Hair,B/C/D,5.27%,https://yugioh-fm-db.pages.dev/cards/36
12,Bandit Keith,96,Armored Zombie,S/A POW,4.49%,https://yugioh-fm-db.pages.dev/cards/96
12,Bandit Keith,96,Armored Zombie,B/C/D,5.27%,https://yugioh-fm-db.pages.dev/cards/96
12,Bandit Keith,96,Armored Zombie,S/A TEC,5.27%,https://yugioh-fm-db.pages.dev/cards/96
12,Bandit Keith,275,Ground Attacker Bugroth,S/A POW,0.39%,https://yugioh-fm-db.pages.dev/cards/275
12,Bandit Keith,275,Ground Attacker Bugroth,B/C/D,0.39%,https://yugioh-fm-db.pages.dev/cards/275
12,Bandit Keith,275,Ground Attacker Bugroth,S/A TEC,0.39%,https://yugioh-fm-db.pages.dev/cards/275
12,Bandit Keith,462,The Immortal of Thunder,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/462
12,Bandit Keith,405,Saber Slasher,S/A POW,2.64%,https://yugioh-fm-db.pages.dev/cards/405
12,Bandit Keith,297,Cyber Soldier of Darkworld,S/A POW,0.39%,https://yugioh-fm-db.pages.dev/cards/297
12,Bandit Keith,297,Cyber Soldier of Darkworld,B/C/D,0.39%,https://yugioh-fm-db.pages.dev/cards/297
12,Bandit Keith,297,Cyber Soldier of Darkworld,S/A TEC,0.39%,https://yugioh-fm-db.pages.dev/cards/297
12,Bandit Keith,460,Bolt Escargot,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/460
12,Bandit Keith,512,Cannon Soldier,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/512
12,Bandit Keith,512,Cannon Soldier,B/C/D,1.76%,https://yugioh-fm-db.pages.dev/cards/512
12,Bandit Keith,86,Barox,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/86
12,Bandit Keith,95,Crass Clown,S/A POW,2.64%,https://yugioh-fm-db.pages.dev/cards/95
12,Bandit Keith,95,Crass Clown,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/95
12,Bandit Keith,98,Clown Zombie,S/A POW,4.49%,https://yugioh-fm-db.pages.dev/cards/98
12,Bandit Keith,98,Clown Zombie,B/C/D,5.27%,https://yugioh-fm-db.pages.dev/cards/98
12,Bandit Keith,98,Clown Zombie,S/A TEC,5.27%,https://yugioh-fm-db.pages.dev/cards/98
12,Bandit Keith,643,Disk Magician,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/643
12,Bandit Keith,643,Disk Magician,B/C/D,1.76%,https://yugioh-fm-db.pages.dev/cards/643
12,Bandit Keith,643,Disk Magician,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/643
12,Bandit Keith,91,Mystic Horseman,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/91
12,Bandit Keith,514,Brave Scizzar,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/514
12,Bandit Keith,514,Brave Scizzar,B/C/D,1.76%,https://yugioh-fm-db.pages.dev/cards/514
12,Bandit Keith,514,Brave Scizzar,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/514
12,Bandit Keith,30,Zombie Warrior,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/30
12,Bandit Keith,30,Zombie Warrior,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/30
12,Bandit Keith,30,Zombie Warrior,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/30
12,Bandit Keith,132,The 13th Grave,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/132
12,Bandit Keith,132,The 13th Grave,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/132
12,Bandit Keith,132,The 13th Grave,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/132
12,Bandit Keith,412,Giga-tech Wolf,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/412
12,Bandit Keith,412,Giga-tech Wolf,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/412
12,Bandit Keith,412,Giga-tech Wolf,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/412
12,Bandit Keith,283,Holograh,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/283
12,Bandit Keith,283,Holograh,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/283
12,Bandit Keith,283,Holograh,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/283
12,Bandit Keith,215,Flame Ghost,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/215
12,Bandit Keith,215,Flame Ghost,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/215
12,Bandit Keith,215,Flame Ghost,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/215
12,Bandit Keith,228,Wood Remains,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/228
12,Bandit Keith,228,Wood Remains,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/228
12,Bandit Keith,228,Wood Remains,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/228
12,Bandit Keith,406,Yaiba Robo,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/406
12,Bandit Keith,406,Yaiba Robo,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/406
12,Bandit Keith,406,Yaiba Robo,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/406
12,Bandit Keith,83,Castle of Dark Illusions,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/83
12,Bandit Keith,139,Blue-eyed Silver Zombie,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/139
12,Bandit Keith,139,Blue-eyed Silver Zombie,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/139
12,Bandit Keith,139,Blue-eyed Silver Zombie,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/139
12,Bandit Keith,414,Shovel Crusher,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/414
12,Bandit Keith,414,Shovel Crusher,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/414
12,Bandit Keith,414,Shovel Crusher,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/414
12,Bandit Keith,418,Golgoil,S/A POW,0.39%,https://yugioh-fm-db.pages.dev/cards/418
12,Bandit Keith,418,Golgoil,B/C/D,0.39%,https://yugioh-fm-db.pages.dev/cards/418
12,Bandit Keith,418,Golgoil,S/A TEC,0.39%,https://yugioh-fm-db.pages.dev/cards/418
12,Bandit Keith,544,Dharma Cannon,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/544
12,Bandit Keith,544,Dharma Cannon,B/C/D,1.76%,https://yugioh-fm-db.pages.dev/cards/544
12,Bandit Keith,544,Dharma Cannon,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/544
12,Bandit Keith,416,Blocker,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/416
12,Bandit Keith,416,Blocker,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/416
12,Bandit Keith,416,Blocker,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/416
12,Bandit Keith,2,Mystical Elf,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/2
12,Bandit Keith,170,Spirit of the Harp,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/170
12,Bandit Keith,417,Blast Juggler,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/417
12,Bandit Keith,417,Blast Juggler,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/417
12,Bandit Keith,417,Blast Juggler,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/417
12,Bandit Keith,556,The Wandering Doomed,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/556
12,Bandit Keith,556,The Wandering Doomed,B/C/D,1.76%,https://yugioh-fm-db.pages.dev/cards/556
12,Bandit Keith,556,The Wandering Doomed,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/556
12,Bandit Keith,585,Mechanical Snail,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/585
12,Bandit Keith,585,Mechanical Snail,B/C/D,1.76%,https://yugioh-fm-db.pages.dev/cards/585
12,Bandit Keith,585,Mechanical Snail,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/585
12,Bandit Keith,421,Cyber Commander,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/421
12,Bandit Keith,421,Cyber Commander,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/421
12,Bandit Keith,421,Cyber Commander,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/421
12,Bandit Keith,108,Graveyard and the Hand of Invitation,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/108
12,Bandit Keith,108,Graveyard and the Hand of Invitation,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/108
12,Bandit Keith,108,Graveyard and the Hand of Invitation,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/108
12,Bandit Keith,154,Fire Reaper,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/154
12,Bandit Keith,154,Fire Reaper,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/154
12,Bandit Keith,154,Fire Reaper,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/154
12,Bandit Keith,420,Cyber-Stein,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/420
12,Bandit Keith,420,Cyber-Stein,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/420
12,Bandit Keith,420,Cyber-Stein,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/420
12,Bandit Keith,135,Fiend's Hand,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/135
12,Bandit Keith,135,Fiend's Hand,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/135
12,Bandit Keith,135,Fiend's Hand,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/135
12,Bandit Keith,203,Phantom Ghost,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/203
12,Bandit Keith,203,Phantom Ghost,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/203
12,Bandit Keith,203,Phantom Ghost,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/203
12,Bandit Keith,9,Shadow Specter,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/9
12,Bandit Keith,9,Shadow Specter,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/9
12,Bandit Keith,9,Shadow Specter,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/9
12,Bandit Keith,197,Mech Mole Zombie,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/197
12,Bandit Keith,197,Mech Mole Zombie,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/197
12,Bandit Keith,197,Mech Mole Zombie,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/197
12,Bandit Keith,422,Jinzo #7,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/422
12,Bandit Keith,422,Jinzo #7,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/422
12,Bandit Keith,422,Jinzo #7,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/422
12,Bandit Keith,410,Mechanical Spider,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/410
12,Bandit Keith,410,Mechanical Spider,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/410
12,Bandit Keith,410,Mechanical Spider,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/410
12,Bandit Keith,548,Bone Mouse,S/A POW,1.46%,https://yugioh-fm-db.pages.dev/cards/548
12,Bandit Keith,548,Bone Mouse,B/C/D,1.76%,https://yugioh-fm-db.pages.dev/cards/548
12,Bandit Keith,548,Bone Mouse,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/548
12,Bandit Keith,24,Skull Servant,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/24
12,Bandit Keith,24,Skull Servant,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/24
12,Bandit Keith,24,Skull Servant,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/24
12,Bandit Keith,411,Bat,S/A POW,1.37%,https://yugioh-fm-db.pages.dev/cards/411
12,Bandit Keith,411,Bat,B/C/D,1.95%,https://yugioh-fm-db.pages.dev/cards/411
12,Bandit Keith,411,Bat,S/A TEC,1.76%,https://yugioh-fm-db.pages.dev/cards/411
12,Bandit Keith,19,Right Arm of the Forbidden One,S/A POW,0.39%,https://yugioh-fm-db.pages.dev/cards/19
12,Bandit Keith,19,Right Arm of the Forbidden One,B/C/D,0.59%,https://yugioh-fm-db.pages.dev/cards/19
12,Bandit Keith,19,Right Arm of the Forbidden One,S/A TEC,0.49%,https://yugioh-fm-db.pages.dev/cards/19
