duelist_id,duelist,position,card_id,card,rate,card_url
12,Bandit Keith,40,353,Takriminos,0.98%,https://yugioh-fm-db.pages.dev/cards/353
12,Bandit Keith,41,462,The Immortal of Thunder,1.17%,https://yugioh-fm-db.pages.dev/cards/462
12,Bandit Keith,42,597,Pale Beast,0.98%,https://yugioh-fm-db.pages.dev/cards/597
12,Bandit Keith,43,631,Maiden of the Moonlight,1.17%,https://yugioh-fm-db.pages.dev/cards/631
12,Bandit Keith,44,405,Saber Slasher,1.71%,https://yugioh-fm-db.pages.dev/cards/405
12,Bandit Keith,45,433,Ancient Elf,0.78%,https://yugioh-fm-db.pages.dev/cards/433
12,Bandit Keith,46,7,Winged Dragon #1,0.59%,https://yugioh-fm-db.pages.dev/cards/7
12,Bandit Keith,47,41,Celtic Guardian,0.59%,https://yugioh-fm-db.pages.dev/cards/41
12,Bandit Keith,48,117,Spirit of the Books,0.49%,https://yugioh-fm-db.pages.dev/cards/117
12,Bandit Keith,49,136,Witty Phantom,0.98%,https://yugioh-fm-db.pages.dev/cards/136
12,Bandit Keith,50,149,Lord of the Lamp,0.49%,https://yugioh-fm-db.pages.dev/cards/149
12,Bandit Keith,51,249,Water Omotics,0.49%,https://yugioh-fm-db.pages.dev/cards/249
12,Bandit Keith,52,297,Cyber Soldier of Darkworld,1.17%,https://yugioh-fm-db.pages.dev/cards/297
12,Bandit Keith,53,352,Kanan the Swordmistress,1.17%,https://yugioh-fm-db.pages.dev/cards/352
12,Bandit Keith,54,460,Bolt Escargot,0.98%,https://yugioh-fm-db.pages.dev/cards/460
12,Bandit Keith,55,511,Bean Soldier,0.98%,https://yugioh-fm-db.pages.dev/cards/511
12,Bandit Keith,56,512,Cannon Soldier,2.15%,https://yugioh-fm-db.pages.dev/cards/512
12,Bandit Keith,57,86,Barox,0.88%,https://yugioh-fm-db.pages.dev/cards/86
12,Bandit Keith,58,95,Crass Clown,2.54%,https://yugioh-fm-db.pages.dev/cards/95
12,Bandit Keith,59,98,Clown Zombie,0.05%,https://yugioh-fm-db.pages.dev/cards/98
12,Bandit Keith,60,404,Tatsunootoshigo,0.78%,https://yugioh-fm-db.pages.dev/cards/404
12,Bandit Keith,61,643,Disk Magician,0.05%,https://yugioh-fm-db.pages.dev/cards/643
12,Bandit Keith,62,6,Feral Imp,0.98%,https://yugioh-fm-db.pages.dev/cards/6
12,Bandit Keith,63,62,Harpie Lady,0.98%,https://yugioh-fm-db.pages.dev/cards/62
12,Bandit Keith,64,91,Mystic Horseman,0.98%,https://yugioh-fm-db.pages.dev/cards/91
12,Bandit Keith,65,163,Lisark,0.49%,https://yugioh-fm-db.pages.dev/cards/163
12,Bandit Keith,66,351,Yaranzo,2.64%,https://yugioh-fm-db.pages.dev/cards/351
12,Bandit Keith,67,470,Magical Ghost,2.15%,https://yugioh-fm-db.pages.dev/cards/470
12,Bandit Keith,68,514,Brave Scizzar,0.05%,https://yugioh-fm-db.pages.dev/cards/514
12,Bandit Keith,69,517,Sand Stone,0.98%,https://yugioh-fm-db.pages.dev/cards/517
12,Bandit Keith,70,587,Mon Larvas,0.98%,https://yugioh-fm-db.pages.dev/cards/587
12,Bandit Keith,71,595,Fiend Refrection #1,0.98%,https://yugioh-fm-db.pages.dev/cards/595
12,Bandit Keith,72,626,Amazon of the Seas,0.98%,https://yugioh-fm-db.pages.dev/cards/626
12,Bandit Keith,73,13,Tyhone,0.59%,https://yugioh-fm-db.pages.dev/cards/13
12,Bandit Keith,74,27,Beaver Warrior,0.98%,https://yugioh-fm-db.pages.dev/cards/27
12,Bandit Keith,75,30,Zombie Warrior,0.05%,https://yugioh-fm-db.pages.dev/cards/30
12,Bandit Keith,76,46,Griffore,0.98%,https://yugioh-fm-db.pages.dev/cards/46
12,Bandit Keith,77,49,Big Insect,0.98%,https://yugioh-fm-db.pages.dev/cards/49
12,Bandit Keith,78,54,Gokibore,0.59%,https://yugioh-fm-db.pages.dev/cards/54
12,Bandit Keith,79,70,Fiend Kraken,0.59%,https://yugioh-fm-db.pages.dev/cards/70
12,Bandit Keith,80,71,Jellyfish,0.98%,https://yugioh-fm-db.pages.dev/cards/71
12,Bandit Keith,81,128,LaMoon,0.98%,https://yugioh-fm-db.pages.dev/cards/128
12,Bandit Keith,82,132,The 13th Grave,0.05%,https://yugioh-fm-db.pages.dev/cards/132
12,Bandit Keith,83,216,Dryad,0.49%,https://yugioh-fm-db.pages.dev/cards/216
12,Bandit Keith,84,241,Dark Assailant,0.05%,https://yugioh-fm-db.pages.dev/cards/241
12,Bandit Keith,85,287,Ogre of the Black Shadow,0.49%,https://yugioh-fm-db.pages.dev/cards/287
12,Bandit Keith,86,412,Giga-tech Wolf,1.17%,https://yugioh-fm-db.pages.dev/cards/412
12,Bandit Keith,87,283,Holograh,0.05%,https://yugioh-fm-db.pages.dev/cards/283
12,Bandit Keith,88,359,Three-legged Zombies,0.05%,https://yugioh-fm-db.pages.dev/cards/359
12,Bandit Keith,89,384,Dark Rabbit,0.49%,https://yugioh-fm-db.pages.dev/cards/384
12,Bandit Keith,90,539,Corroding Shark,0.05%,https://yugioh-fm-db.pages.dev/cards/539
12,Bandit Keith,91,580,Patrol Robo,0.05%,https://yugioh-fm-db.pages.dev/cards/580
12,Bandit Keith,92,215,Flame Ghost,0.05%,https://yugioh-fm-db.pages.dev/cards/215
12,Bandit Keith,93,228,Wood Remains,0.05%,https://yugioh-fm-db.pages.dev/cards/228
12,Bandit Keith,94,406,Yaiba Robo,0.05%,https://yugioh-fm-db.pages.dev/cards/406
12,Bandit Keith,95,83,Castle of Dark Illusions,1.17%,https://yugioh-fm-db.pages.dev/cards/83
12,Bandit Keith,96,139,Blue-eyed Silver Zombie,0.05%,https://yugioh-fm-db.pages.dev/cards/139
12,Bandit Keith,97,146,Temple of Skulls,0.05%,https://yugioh-fm-db.pages.dev/cards/146
12,Bandit Keith,98,153,Dokuroizo the Grim Reaper,0.05%,https://yugioh-fm-db.pages.dev/cards/153
12,Bandit Keith,99,414,Shovel Crusher,0.05%,https://yugioh-fm-db.pages.dev/cards/414
12,Bandit Keith,100,418,Golgoil,0.20%,https://yugioh-fm-db.pages.dev/cards/418
12,Bandit Keith,101,497,Yado Karu,0.49%,https://yugioh-fm-db.pages.dev/cards/497
12,Bandit Keith,102,544,Dharma Cannon,0.05%,https://yugioh-fm-db.pages.dev/cards/544
12,Bandit Keith,103,416,Blocker,1.71%,https://yugioh-fm-db.pages.dev/cards/416
12,Bandit Keith,104,2,Mystical Elf,1.22%,https://yugioh-fm-db.pages.dev/cards/2
12,Bandit Keith,105,170,Spirit of the Harp,1.17%,https://yugioh-fm-db.pages.dev/cards/170
12,Bandit Keith,106,417,Blast Juggler,0.05%,https://yugioh-fm-db.pages.dev/cards/417
12,Bandit Keith,107,556,The Wandering Doomed,0.05%,https://yugioh-fm-db.pages.dev/cards/556
12,Bandit Keith,108,585,Mechanical Snail,0.05%,https://yugioh-fm-db.pages.dev/cards/585
12,Bandit Keith,109,421,Cyber Commander,0.05%,https://yugioh-fm-db.pages.dev/cards/421
12,Bandit Keith,110,108,Graveyard and the Hand of Invitation,0.05%,https://yugioh-fm-db.pages.dev/cards/108
12,Bandit Keith,111,154,Fire Reaper,0.05%,https://yugioh-fm-db.pages.dev/cards/154
12,Bandit Keith,112,420,Cyber-Stein,0.05%,https://yugioh-fm-db.pages.dev/cards/420
12,Bandit Keith,113,135,Fiend's Hand,0.05%,https://yugioh-fm-db.pages.dev/cards/135
12,Bandit Keith,114,203,Phantom Ghost,0.05%,https://yugioh-fm-db.pages.dev/cards/203
12,Bandit Keith,115,9,Shadow Specter,0.05%,https://yugioh-fm-db.pages.dev/cards/9
12,Bandit Keith,116,197,Mech Mole Zombie,0.05%,https://yugioh-fm-db.pages.dev/cards/197
12,Bandit Keith,117,422,Jinzo #7,0.05%,https://yugioh-fm-db.pages.dev/cards/422
12,Bandit Keith,118,410,Mechanical Spider,0.05%,https://yugioh-fm-db.pages.dev/cards/410
12,Bandit Keith,119,548,Bone Mouse,0.05%,https://yugioh-fm-db.pages.dev/cards/548
12,Bandit Keith,120,24,Skull Servant,0.05%,https://yugioh-fm-db.pages.dev/cards/24
12,Bandit Keith,121,411,Bat,0.05%,https://yugioh-fm-db.pages.dev/cards/411
12,Bandit Keith,122,394,Steel Scorpion,0.05%,https://yugioh-fm-db.pages.dev/cards/394
12,Bandit Keith,123,325,Machine Conversion Factory,3.91%,https://yugioh-fm-db.pages.dev/cards/325
12,Bandit Keith,124,658,Metalmorph,3.13%,https://yugioh-fm-db.pages.dev/cards/658
13,Shadi,1,440,7 Colored Fish,0.05%,https://yugioh-fm-db.pages.dev/cards/440
13,Shadi,2,447,Giant Red Seasnake,0.05%,https://yugioh-fm-db.pages.dev/cards/447
13,Shadi,3,624,High Tide Gyojin,0.05%,https://yugioh-fm-db.pages.dev/cards/624
13,Shadi,4,60,Great White,0.05%,https://yugioh-fm-db.pages.dev/cards/60
13,Shadi,5,448,Spike Seadra,0.05%,https://yugioh-fm-db.pages.dev/cards/448
13,Shadi,6,507,Crazy Fish,0.05%,https://yugioh-fm-db.pages.dev/cards/507
13,Shadi,7,625,Fairy of the Fountain,0.05%,https://yugioh-fm-db.pages.dev/cards/625
13,Shadi,8,599,Violent Rain,0.05%,https://yugioh-fm-db.pages.dev/cards/599
13,Shadi,9,51,Armored Lizard,0.05%,https://yugioh-fm-db.pages.dev/cards/51
13,Shadi,10,230,Rare Fish,0.05%,https://yugioh-fm-db.pages.dev/cards/230
13,Shadi,11,353,Takriminos,0.05%,https://yugioh-fm-db.pages.dev/cards/353
13,Shadi,12,647,Hyosube,0.05%,https://yugioh-fm-db.pages.dev/cards/647
13,Shadi,13,249,Water Omotics,0.05%,https://yugioh-fm-db.pages.dev/cards/249
13,Shadi,14,430,Water Magician,0.05%,https://yugioh-fm-db.pages.dev/cards/430
13,Shadi,15,630,Ancient Lizard Warrior,0.05%,https://yugioh-fm-db.pages.dev/cards/630
13,Shadi,16,543,Tongyo,0.05%,https://yugioh-fm-db.pages.dev/cards/543
13,Shadi,17,550,Behegon,0.05%,https://yugioh-fm-db.pages.dev/cards/550
13,Shadi,18,77,Grappler,0.05%,https://yugioh-fm-db.pages.dev/cards/77
13,Shadi,19,445,Guardian of the Sea,0.05%,https://yugioh-fm-db.pages.dev/cards/445
13,Shadi,20,626,Amazon of the Seas,0.05%,https://yugioh-fm-db.pages.dev/cards/626
13,Shadi,21,646,Gruesome Goo,0.05%,https://yugioh-fm-db.pages.dev/cards/646
13,Shadi,22,435,Water Girl,0.05%,https://yugioh-fm-db.pages.dev/cards/435
13,Shadi,23,546,Wow Warrior,0.05%,https://yugioh-fm-db.pages.dev/cards/546
13,Shadi,24,70,Fiend Kraken,0.05%,https://yugioh-fm-db.pages.dev/cards/70
13,Shadi,25,71,Jellyfish,0.05%,https://yugioh-fm-db.pages.dev/cards/71
13,Shadi,26,251,Enchanting Mermaid,0.05%,https://yugioh-fm-db.pages.dev/cards/251
13,Shadi,27,361,Flying Penguin,0.05%,https://yugioh-fm-db.pages.dev/cards/361
13,Shadi,28,450,Kappa Avenger,0.05%,https://yugioh-fm-db.pages.dev/cards/450
13,Shadi,29,566,Yormungarde,0.05%,https://yugioh-fm-db.pages.dev/cards/566
13,Shadi,30,431,Ice Water,0.05%,https://yugioh-fm-db.pages.dev/cards/431
13,Shadi,31,634,Night Lizard,0.05%,https://yugioh-fm-db.pages.dev/cards/634
13,Shadi,32,76,Krokodilus,0.05%,https://yugioh-fm-db.pages.dev/cards/76
13,Shadi,33,432,Waterdragon Fairy,0.05%,https://yugioh-fm-db.pages.dev/cards/432
13,Shadi,34,474,Sea Kamen,0.05%,https://yugioh-fm-db.pages.dev/cards/474
13,Shadi,35,446,Aqua Snake,0.05%,https://yugioh-fm-db.pages.dev/cards/446
13,Shadi,36,140,Toad Master,0.05%,https://yugioh-fm-db.pages.dev/cards/140
13,Shadi,37,193,Turtle Tiger,0.05%,https://yugioh-fm-db.pages.dev/cards/193
13,Shadi,38,196,Arma Knight,0.05%,https://yugioh-fm-db.pages.dev/cards/196
13,Shadi,39,258,Beastking of the Swamps,0.05%,https://yugioh-fm-db.pages.dev/cards/258
13,Shadi,40,270,Wetha,0.05%,https://yugioh-fm-db.pages.dev/cards/270
13,Shadi,41,583,Weather Report,0.05%,https://yugioh-fm-db.pages.dev/cards/583
13,Shadi,42,605,Liquid Beast,0.05%,https://yugioh-fm-db.pages.dev/cards/605
13,Shadi,43,122,Yamatano Dragon Scroll,0.98%,https://yugioh-fm-db.pages.dev/cards/122
13,Shadi,44,174,Hurricail,1.56%,https://yugioh-fm-db.pages.dev/cards/174
13,Shadi,45,199,Penguin Knight,0.05%,https://yugioh-fm-db.pages.dev/cards/199
13,Shadi,46,205,Dorover,0.05%,https://yugioh-fm-db.pages.dev/cards/205
13,Shadi,47,206,Twin Long Rods #1,0.05%,https://yugioh-fm-db.pages.dev/cards/206
13,Shadi,48,243,Water Element,0.05%,https://yugioh-fm-db.pages.dev/cards/243
13,Shadi,49,247,Root Water,0.05%,https://yugioh-fm-db.pages.dev/cards/247
13,Shadi,50,497,Yado Karu,0.05%,https://yugioh-fm-db.pages.dev/cards/497
13,Shadi,51,569,Drooling Lizard,0.05%,https://yugioh-fm-db.pages.dev/cards/569
13,Shadi,52,606,Twin Long Rods #2,0.05%,https://yugioh-fm-db.pages.dev/cards/606
13,Shadi,53,615,Armored Starfish,0.05%,https://yugioh-fm-db.pages.dev/cards/615
13,Shadi,54,177,Monsturtle,0.05%,https://yugioh-fm-db.pages.dev/cards/177
13,Shadi,55,214,Kagemusha of the Blue Flame,0.98%,https://yugioh-fm-db.pages.dev/cards/214
13,Shadi,56,245,Meda Bat,0.98%,https://yugioh-fm-db.pages.dev/cards/245
13,Shadi,57,265,The Furious Sea King,0.05%,https://yugioh-fm-db.pages.dev/cards/265
13,Shadi,58,381,Toon Alligator,0.05%,https://yugioh-fm-db.pages.dev/cards/381
13,Shadi,59,536,Mechaleon,0.20%,https://yugioh-fm-db.pages.dev/cards/536
13,Shadi,60,590,Beaked Snake,0.05%,https://yugioh-fm-db.pages.dev/cards/590
13,Shadi,61,579,Abyss Flower,1.46%,https://yugioh-fm-db.pages.dev/cards/579
13,Shadi,62,602,Penguin Soldier,1.46%,https://yugioh-fm-db.pages.dev/cards/602
13,Shadi,63,154,Fire Reaper,0.98%,https://yugioh-fm-db.pages.dev/cards/154
13,Shadi,64,268,Sectarian of Secrets,0.98%,https://yugioh-fm-db.pages.dev/cards/268
13,Shadi,65,285,Serpent Marauder,0.78%,https://yugioh-fm-db.pages.dev/cards/285
13,Shadi,66,420,Cyber-Stein,0.98%,https://yugioh-fm-db.pages.dev/cards/420
13,Shadi,67,503,Turtle Raccoon,0.05%,https://yugioh-fm-db.pages.dev/cards/503
13,Shadi,68,549,Frog The Jam,3.13%,https://yugioh-fm-db.pages.dev/cards/549
13,Shadi,69,451,Kanikabuto,0.05%,https://yugioh-fm-db.pages.dev/cards/451
13,Shadi,70,486,Boo Koo,1.46%,https://yugioh-fm-db.pages.dev/cards/486
13,Shadi,71,611,Hiro's Shadow Scout,1.46%,https://yugioh-fm-db.pages.dev/cards/611
13,Shadi,72,104,Curtain of the Dark Ones,1.56%,https://yugioh-fm-db.pages.dev/cards/104
13,Shadi,73,130,Weather Control,2.20%,https://yugioh-fm-db.pages.dev/cards/130
13,Shadi,74,135,Fiend's Hand,0.98%,https://yugioh-fm-db.pages.dev/cards/135
13,Shadi,75,185,Eyearmor,1.56%,https://yugioh-fm-db.pages.dev/cards/185
13,Shadi,76,191,LaLa Li-oon,0.98%,https://yugioh-fm-db.pages.dev/cards/191
13,Shadi,77,207,Droll Bird,1.56%,https://yugioh-fm-db.pages.dev/cards/207
13,Shadi,78,210,Hinotama Soul,1.56%,https://yugioh-fm-db.pages.dev/cards/210
13,Shadi,79,227,Hitodenchak,0.78%,https://yugioh-fm-db.pages.dev/cards/227
13,Shadi,80,242,Candle of Fate,0.98%,https://yugioh-fm-db.pages.dev/cards/242
13,Shadi,81,452,Zarigun,0.78%,https://yugioh-fm-db.pages.dev/cards/452
13,Shadi,82,516,Muka Muka,1.56%,https://yugioh-fm-db.pages.dev/cards/516
13,Shadi,83,598,Little Chimera,1.46%,https://yugioh-fm-db.pages.dev/cards/598
13,Shadi,84,485,Korogashi,1.95%,https://yugioh-fm-db.pages.dev/cards/485
13,Shadi,85,524,Star Boy,6.45%,https://yugioh-fm-db.pages.dev/cards/524
13,Shadi,86,563,Wretched Ghost of the Attic,1.95%,https://yugioh-fm-db.pages.dev/cards/563
13,Shadi,87,628,Witch's Apprentice,1.95%,https://yugioh-fm-db.pages.dev/cards/628
13,Shadi,88,16,Time Wizard,1.56%,https://yugioh-fm-db.pages.dev/cards/16
13,Shadi,89,50,Basic Insect,0.98%,https://yugioh-fm-db.pages.dev/cards/50
13,Shadi,90,105,Tomozaurus,1.56%,https://yugioh-fm-db.pages.dev/cards/105
13,Shadi,91,137,Mystery Hand,2.20%,https://yugioh-fm-db.pages.dev/cards/137
13,Shadi,92,152,The Melting Red Shadow,3.13%,https://yugioh-fm-db.pages.dev/cards/152
13,Shadi,93,182,Masked Clown,0.98%,https://yugioh-fm-db.pages.dev/cards/182
13,Shadi,94,197,Mech Mole Zombie,1.56%,https://yugioh-fm-db.pages.dev/cards/197
13,Shadi,95,237,Haniwa,1.95%,https://yugioh-fm-db.pages.dev/cards/237
13,Shadi,96,422,Jinzo #7,1.56%,https://yugioh-fm-db.pages.dev/cards/422
13,Shadi,97,436,White Dolphin,4.88%,https://yugioh-fm-db.pages.dev/cards/436
13,Shadi,98,492,Hoshiningen,0.98%,https://yugioh-fm-db.pages.dev/cards/492
13,Shadi,99,589,Tentacle Plant,1.56%,https://yugioh-fm-db.pages.dev/cards/589
13,Shadi,100,444,Turu-Purun,6.45%,https://yugioh-fm-db.pages.dev/cards/444
13,Shadi,101,501,Man-eater Bug,1.95%,https://yugioh-fm-db.pages.dev/cards/501
13,Shadi,102,541,Hane-Hane,1.95%,https://yugioh-fm-db.pages.dev/cards/541
13,Shadi,103,202,Air Marmot of Nefariousness,1.95%,https://yugioh-fm-db.pages.dev/cards/202
13,Shadi,104,289,Change Slime,0.78%,https://yugioh-fm-db.pages.dev/cards/289
13,Shadi,105,292,Psychic Kappa,0.20%,https://yugioh-fm-db.pages.dev/cards/292
13,Shadi,106,410,Mechanical Spider,1.56%,https://yugioh-fm-db.pages.dev/cards/410
13,Shadi,107,488,Rainbow Flower,1.56%,https://yugioh-fm-db.pages.dev/cards/488
13,Shadi,108,558,Pot the Trick,0.98%,https://yugioh-fm-db.pages.dev/cards/558
13,Shadi,109,644,Flame Viper,1.46%,https://yugioh-fm-db.pages.dev/cards/644
13,Shadi,110,398,Ooguchi,0.05%,https://yugioh-fm-db.pages.dev/cards/398
13,Shadi,111,475,Sinister Serpent,0.05%,https://yugioh-fm-db.pages.dev/cards/475
13,Shadi,112,484,Ameba,0.49%,https://yugioh-fm-db.pages.dev/cards/484
13,Shadi,113,393,Zone Eater,0.05%,https://yugioh-fm-db.pages.dev/cards/393
13,Shadi,114,309,Steel Shell,1.76%,https://yugioh-fm-db.pages.dev/cards/309
13,Shadi,115,320,Stop Defense,1.76%,https://yugioh-fm-db.pages.dev/cards/320
13,Shadi,116,334,Umi,2.34%,https://yugioh-fm-db.pages.dev/cards/334
13,Shadi,117,340,Goblin's Secret Remedy,1.76%,https://yugioh-fm-db.pages.dev/cards/340
13,Shadi,118,655,Cursebreaker,1.56%,https://yugioh-fm-db.pages.dev/cards/655
17,Kaiba,1,1,Blue-eyes White Dragon,2.20%,https://yugioh-fm-db.pages.dev/cards/1
17,Kaiba,2,69,Thousand Dragon,0.05%,https://yugioh-fm-db.pages.dev/cards/69
17,Kaiba,3,565,Man-eating Black Shark,0.78%,https://yugioh-fm-db.pages.dev/cards/565
17,Kaiba,4,383,Parrot Dragon,3.13%,https://yugioh-fm-db.pages.dev/cards/383
17,Kaiba,5,458,Kaminari Attack,1.17%,https://yugioh-fm-db.pages.dev/cards/458
17,Kaiba,6,473,Vermillion Sparrow,0.78%,https://yugioh-fm-db.pages.dev/cards/473
17,Kaiba,7,482,Pragtical,0.78%,https://yugioh-fm-db.pages.dev/cards/482
17,Kaiba,8,389,Giltia the D. Knight,1.17%,https://yugioh-fm-db.pages.dev/cards/389
17,Kaiba,9,577,Crow Goblin,0.39%,https://yugioh-fm-db.pages.dev/cards/577
17,Kaiba,10,639,Amphibious Bugroth,1.56%,https://yugioh-fm-db.pages.dev/cards/639
17,Kaiba,11,12,Swamp Battleguard,1.17%,https://yugioh-fm-db.pages.dev/cards/12
17,Kaiba,12,14,Battle Steer,1.17%,https://yugioh-fm-db.pages.dev/cards/14
17,Kaiba,13,15,Flame Swordsman,0.88%,https://yugioh-fm-db.pages.dev/cards/15
17,Kaiba,14,68,Garoozis,1.17%,https://yugioh-fm-db.pages.dev/cards/68
17,Kaiba,15,73,Kairyu-shin,1.17%,https://yugioh-fm-db.pages.dev/cards/73
17,Kaiba,16,126,Orion the Battle King,1.17%,https://yugioh-fm-db.pages.dev/cards/126
17,Kaiba,17,375,Dungeon Worm,1.17%,https://yugioh-fm-db.pages.dev/cards/375
17,Kaiba,18,376,Monster Tamer,0.78%,https://yugioh-fm-db.pages.dev/cards/376
17,Kaiba,19,379,La Jinn the Mystical Genie,0.10%,https://yugioh-fm-db.pages.dev/cards/379
17,Kaiba,20,382,Rude Kaiser,0.78%,https://yugioh-fm-db.pages.dev/cards/382
17,Kaiba,21,400,Emperor of the Land and Sea,1.17%,https://yugioh-fm-db.pages.dev/cards/400
17,Kaiba,22,441,Mech Bass,1.17%,https://yugioh-fm-db.pages.dev/cards/441
17,Kaiba,23,464,Wing Eagle,1.17%,https://yugioh-fm-db.pages.dev/cards/464
17,Kaiba,24,487,Flower Wolf,1.56%,https://yugioh-fm-db.pages.dev/cards/487
17,Kaiba,25,508,Cyber Saurus,1.56%,https://yugioh-fm-db.pages.dev/cards/508
17,Kaiba,26,638,Queen of Autumn Leaves,1.17%,https://yugioh-fm-db.pages.dev/cards/638
17,Kaiba,27,403,Leogun,1.17%,https://yugioh-fm-db.pages.dev/cards/403
17,Kaiba,28,434,Beautiful Beast Trainer,1.56%,https://yugioh-fm-db.pages.dev/cards/434
17,Kaiba,29,495,Musician King,1.56%,https://yugioh-fm-db.pages.dev/cards/495
17,Kaiba,30,26,Battle Ox,0.05%,https://yugioh-fm-db.pages.dev/cards/26
17,Kaiba,31,106,Spirit of the Winds,1.17%,https://yugioh-fm-db.pages.dev/cards/106
17,Kaiba,32,124,Ancient Tool,1.17%,https://yugioh-fm-db.pages.dev/cards/124
17,Kaiba,33,150,Akihiron,1.17%,https://yugioh-fm-db.pages.dev/cards/150
17,Kaiba,34,204,Mabarrel,1.17%,https://yugioh-fm-db.pages.dev/cards/204
17,Kaiba,35,491,Peacock,1.56%,https://yugioh-fm-db.pages.dev/cards/491
17,Kaiba,36,617,Marine Beast,1.17%,https://yugioh-fm-db.pages.dev/cards/617
17,Kaiba,37,423,Dice Armadillo,0.39%,https://yugioh-fm-db.pages.dev/cards/423
17,Kaiba,38,439,Bottom Dweller,1.17%,https://yugioh-fm-db.pages.dev/cards/439
17,Kaiba,39,513,Guardian of the Throne Room,1.56%,https://yugioh-fm-db.pages.dev/cards/513
17,Kaiba,40,650,Whiptail Crow,1.56%,https://yugioh-fm-db.pages.dev/cards/650
17,Kaiba,41,87,Dark Chimera,1.17%,https://yugioh-fm-db.pages.dev/cards/87
17,Kaiba,42,94,Crawling Dragon,1.56%,https://yugioh-fm-db.pages.dev/cards/94
17,Kaiba,43,111,Doma The Angel of Silence,0.78%,https://yugioh-fm-db.pages.dev/cards/111
17,Kaiba,44,131,Octoberser,0.78%,https://yugioh-fm-db.pages.dev/cards/131
17,Kaiba,45,357,Yamadron,1.56%,https://yugioh-fm-db.pages.dev/cards/357
17,Kaiba,46,377,Ryu-kishin Powered,0.10%,https://yugioh-fm-db.pages.dev/cards/377
17,Kaiba,47,425,Thunder Dragon,1.17%,https://yugioh-fm-db.pages.dev/cards/425
17,Kaiba,48,519,Fire Kraken,1.17%,https://yugioh-fm-db.pages.dev/cards/519
17,Kaiba,49,528,Togex,0.78%,https://yugioh-fm-db.pages.dev/cards/528
17,Kaiba,50,614,Hunter Spider,0.78%,https://yugioh-fm-db.pages.dev/cards/614
17,Kaiba,51,622,Ill Witch,1.17%,https://yugioh-fm-db.pages.dev/cards/622
17,Kaiba,52,632,Stone Ogre Grotto,1.17%,https://yugioh-fm-db.pages.dev/cards/632
17,Kaiba,53,396,Ocubeam,1.56%,https://yugioh-fm-db.pages.dev/cards/396
17,Kaiba,54,494,Rainbow Marine Mermaid,1.56%,https://yugioh-fm-db.pages.dev/cards/494
17,Kaiba,55,554,Lava Battleguard,1.12%,https://yugioh-fm-db.pages.dev/cards/554
17,Kaiba,56,10,Blackland Fire Dragon,0.05%,https://yugioh-fm-db.pages.dev/cards/10
17,Kaiba,57,31,Koumori Dragon,0.05%,https://yugioh-fm-db.pages.dev/cards/31
17,Kaiba,58,93,Zanki,1.56%,https://yugioh-fm-db.pages.dev/cards/93
17,Kaiba,59,168,Darkfire Dragon,0.10%,https://yugioh-fm-db.pages.dev/cards/168
17,Kaiba,60,286,Gatekeeper,1.17%,https://yugioh-fm-db.pages.dev/cards/286
17,Kaiba,61,355,Megasonic Eye,1.17%,https://yugioh-fm-db.pages.dev/cards/355
17,Kaiba,62,413,Cyber Soldier,1.56%,https://yugioh-fm-db.pages.dev/cards/413
17,Kaiba,63,637,Trent,1.17%,https://yugioh-fm-db.pages.dev/cards/637
17,Kaiba,64,7,Winged Dragon #1,0.05%,https://yugioh-fm-db.pages.dev/cards/7
17,Kaiba,65,23,The Wicked Worm Beast,0.05%,https://yugioh-fm-db.pages.dev/cards/23
17,Kaiba,66,542,Misairuzame,0.78%,https://yugioh-fm-db.pages.dev/cards/542
17,Kaiba,67,557,Steel Ogre Grotto #1,1.56%,https://yugioh-fm-db.pages.dev/cards/557
17,Kaiba,68,593,Giant Turtle Who Feeds on Flames,1.56%,https://yugioh-fm-db.pages.dev/cards/593
17,Kaiba,69,633,Winged Egg of New Life,1.17%,https://yugioh-fm-db.pages.dev/cards/633
17,Kaiba,70,84,Reaper of the Cards,1.17%,https://yugioh-fm-db.pages.dev/cards/84
17,Kaiba,71,641,Invader of the Throne,1.17%,https://yugioh-fm-db.pages.dev/cards/641
17,Kaiba,72,74,Giant Soldier of Stone,1.17%,https://yugioh-fm-db.pages.dev/cards/74
17,Kaiba,73,77,Grappler,0.05%,https://yugioh-fm-db.pages.dev/cards/77
17,Kaiba,74,91,Mystic Horseman,0.20%,https://yugioh-fm-db.pages.dev/cards/91
17,Kaiba,75,525,Spirit of the Mountain,1.17%,https://yugioh-fm-db.pages.dev/cards/525
17,Kaiba,76,449,"30,000-Year White Turtle",1.17%,https://yugioh-fm-db.pages.dev/cards/449
17,Kaiba,77,3,Hitotsu-me Giant,0.05%,https://yugioh-fm-db.pages.dev/cards/3
17,Kaiba,78,4,Baby Dragon,0.05%,https://yugioh-fm-db.pages.dev/cards/4
17,Kaiba,79,42,Illusionist Faceless Mage,0.88%,https://yugioh-fm-db.pages.dev/cards/42
17,Kaiba,80,213,Aqua Madoor,1.56%,https://yugioh-fm-db.pages.dev/cards/213
17,Kaiba,81,468,Queen Bird,1.56%,https://yugioh-fm-db.pages.dev/cards/468
17,Kaiba,82,561,Lesser Dragon,0.05%,https://yugioh-fm-db.pages.dev/cards/561
17,Kaiba,83,88,Metal Guardian,1.17%,https://yugioh-fm-db.pages.dev/cards/88
